txn_ref,occurred_at,type,issue_type,order_code,item_code,issue_pool,qty,uom,rate,entered_by,authorized_by,remarks,colour_ref,batch_ref,external_ref
TXN-260901-578,2026-08-31 22:59:03,issue,bom,BS-LHET-355-A,2354,Paint Matt Agent,-41.67,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-579,2026-08-31 22:59:03,issue,bom,BS-LHET-355-B,2354,Paint Matt Agent,-41.67,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-580,2026-08-31 22:59:03,issue,bom,BS-LHET-355-C,2354,Paint Matt Agent,-41.67,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-581,2026-08-31 22:59:03,issue,bom,BS-LHET-355-D,2354,Paint Matt Agent,-41.67,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-582,2026-08-31 22:59:03,issue,bom,BS-LHET-355-E,2354,Paint Matt Agent,-41.67,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-583,2026-08-31 22:59:03,issue,bom,BS-LHET-355-F,2354,Paint Matt Agent,-41.65,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-584,2026-08-31 22:59:03,issue,bom,BS-LHET-355-A,2352,Paint Harnder,-40,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-585,2026-08-31 22:59:03,issue,bom,BS-LHET-355-B,2352,Paint Harnder,-40,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-586,2026-08-31 22:59:03,issue,bom,BS-LHET-355-C,2352,Paint Harnder,-40,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-587,2026-08-31 22:59:03,issue,bom,BS-LHET-355-D,2352,Paint Harnder,-40,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-588,2026-08-31 22:59:03,issue,bom,BS-LHET-355-E,2352,Paint Harnder,-40,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-589,2026-08-31 22:59:03,issue,bom,BS-LHET-355-F,2352,Paint Harnder,-40,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-590,2026-08-31 22:59:03,issue,bom,BS-LHET-355-A,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-591,2026-08-31 22:59:03,issue,bom,BS-LHET-355-B,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-592,2026-08-31 22:59:03,issue,bom,BS-LHET-355-C,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-593,2026-08-31 22:59:03,issue,bom,BS-LHET-355-D,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-594,2026-08-31 22:59:03,issue,bom,BS-LHET-355-E,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-595,2026-08-31 22:59:03,issue,bom,BS-LHET-355-F,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-596,2026-08-31 22:59:03,issue,bom,BS-LHET-355-A,937,Miscellaneous,-0.83,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-597,2026-08-31 22:59:03,issue,bom,BS-LHET-355-B,937,Miscellaneous,-0.83,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-598,2026-08-31 22:59:03,issue,bom,BS-LHET-355-C,937,Miscellaneous,-0.83,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-599,2026-08-31 22:59:03,issue,bom,BS-LHET-355-D,937,Miscellaneous,-0.83,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-600,2026-08-31 22:59:03,issue,bom,BS-LHET-355-E,937,Miscellaneous,-0.83,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-601,2026-08-31 22:59:03,issue,bom,BS-LHET-355-F,937,Miscellaneous,-0.85,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260901-105903 (BS-LHET-355-A + BS-LHET-355-B + BS-LHET-355-C + BS-LHET-355-D + BS-LHET-355-E + BS-LHET-355-F),
TXN-260901-602,2026-08-31 23:26:14,issue,bom,BS-QS-16522,2350,Paint Mixing,-17,Gram,6.44,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,PANTONE 349 C,,
TXN-260901-603,2026-08-31 23:26:14,issue,bom,BS-QS-16522,2764,Paint Mixing,-11,Gram,6.04,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,PANTONE 349 C,,
TXN-260901-604,2026-08-31 23:26:14,issue,bom,BS-QS-16522,2271,Paint Mixing,-41,Gram,9.04,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,PANTONE 349 C,,
TXN-260901-605,2026-08-31 23:26:14,issue,bom,BS-QS-16522,2257,Paint Mixing,-2,Gram,9.2,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,PANTONE 349 C,,
TXN-260901-606,2026-08-31 23:26:14,issue,bom,BS-QS-16522,2253,Paint Mixing,-15,Gram,9.04,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,PANTONE 349 C,,
TXN-260901-607,2026-08-31 23:26:14,issue,bom,BS-QS-16522,2354,Paint Matt Agent,-45,Gram,5.19,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,,,
TXN-260901-608,2026-08-31 23:26:14,issue,bom,BS-QS-16522,2352,Paint Harnder,-45,Gram,5.81,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,,,
TXN-260901-609,2026-08-31 23:26:14,issue,bom,BS-QS-16522,2355,Paint Thinner,-36,Gram,1.67,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,,,
TXN-260901-610,2026-08-31 23:26:34,issue,bom,BS-QS-16522,2350,Paint Mixing,-17,Gram,6.44,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,PANTONE 349 C,,
TXN-260901-611,2026-08-31 23:26:34,issue,bom,BS-QS-16522,2764,Paint Mixing,-11,Gram,6.04,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,PANTONE 349 C,,
TXN-260901-612,2026-08-31 23:26:34,issue,bom,BS-QS-16522,2271,Paint Mixing,-41,Gram,9.04,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,PANTONE 349 C,,
TXN-260901-613,2026-08-31 23:26:34,issue,bom,BS-QS-16522,2257,Paint Mixing,-2,Gram,9.2,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,PANTONE 349 C,,
TXN-260901-614,2026-08-31 23:26:34,issue,bom,BS-QS-16522,2253,Paint Mixing,-15,Gram,9.04,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,PANTONE 349 C,,
TXN-260901-615,2026-08-31 23:26:34,issue,bom,BS-QS-16522,2354,Paint Matt Agent,-45,Gram,5.19,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,,,
TXN-260901-616,2026-08-31 23:26:34,issue,bom,BS-QS-16522,2352,Paint Harnder,-45,Gram,5.81,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,,,
TXN-260901-617,2026-08-31 23:26:34,issue,bom,BS-QS-16522,2355,Paint Thinner,-36,Gram,1.67,malikhashir85858@gmail.com,,Variance: 2 SHADES OF SIGN SO MIXING AGAINST 1 PANTONE 349C IS ISSUED,,,
TXN-260901-618,2026-08-31 23:42:24,receipt,,,937,Miscellaneous,10,Nos,,malikhashir85858@gmail.com,,,,,2929
TXN-260901-619,2026-08-31 23:42:24,receipt,,,428,Miscellaneous,18,Nos,,malikhashir85858@gmail.com,,,,,2929
TXN-260901-620,2026-08-31 23:42:24,receipt,,,2352,Paint Harnder,900,Gram,5.81,malikhashir85858@gmail.com,,,,,2929
TXN-260901-621,2026-08-31 23:42:24,receipt,,,56,Miscellaneous,3,Nos,,malikhashir85858@gmail.com,,,,,2929
TXN-260901-622,2026-08-31 23:42:24,receipt,,,388,Miscellaneous,2,Nos,,malikhashir85858@gmail.com,,,,,2929
TXN-260901-623,2026-08-31 23:42:24,receipt,,,285,Miscellaneous,6,Nos,,malikhashir85858@gmail.com,,,,,2929
TXN-260901-624,2026-08-31 23:42:24,receipt,,,239,Miscellaneous,7,Nos,,malikhashir85858@gmail.com,,,,,2929
TXN-260901-625,2026-08-31 23:42:24,receipt,,,1490,Miscellaneous,10,Nos,,malikhashir85858@gmail.com,,,,,2929
TXN-260901-626,2026-08-31 23:42:24,receipt,,,1073,Epoxy Set,900,Gram,,malikhashir85858@gmail.com,,,,,2929
TXN-260901-627,2026-08-31 23:42:24,receipt,,,435,Miscellaneous,5,Nos,,malikhashir85858@gmail.com,,,,,2929
TXN-260901-628,2026-09-01 02:36:05,receipt,,,937,Miscellaneous,1,Nos,,malikhashir85858@gmail.com,,,,,Disposable Glass 450ml
TXN-260901-629,2026-09-01 05:10:20,issue,bom,BS-SM-16512,2350,Paint Mixing,-74,Gram,6.44,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 4292 C,,
TXN-260901-630,2026-09-01 05:10:20,issue,bom,BS-SM-16512,2764,Paint Mixing,-37,Gram,6.04,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 4292 C,,
TXN-260901-631,2026-09-01 05:10:20,issue,bom,BS-SM-16512,2242,Paint Mixing,-2,Gram,9.04,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 4292 C,,
TXN-260901-632,2026-09-01 05:10:20,issue,bom,BS-SM-16512,2699,Paint Mixing,-8,Gram,6.93,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 4292 C,,
TXN-260901-633,2026-09-01 05:10:20,issue,bom,BS-SM-16512,2245 / 2673,Paint Mixing,-5,Gram,9.75,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 4292 C,,
TXN-260901-634,2026-09-01 05:10:20,issue,bom,BS-SM-16512,2354,Paint Matt Agent,-31,Gram,5.19,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,,,
TXN-260901-635,2026-09-01 05:10:20,issue,bom,BS-SM-16512,2352,Paint Harnder,-28,Gram,5.81,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,,,
TXN-260901-636,2026-09-01 05:10:20,issue,bom,BS-SM-16512,2355,Paint Thinner,-16,Gram,1.67,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,,,
TXN-260901-637,2026-09-01 05:21:59,issue,bom,BS-QS-16522,2350,Paint Mixing,-32,Gram,6.44,malikhashir85858@gmail.com,hashir,Variance: ue to 2 pantone | Re-issue: due to 2 pantone,PANTONE 7738 C,,
TXN-260901-638,2026-09-01 05:21:59,issue,bom,BS-QS-16522,2271,Paint Mixing,-116,Gram,9.04,malikhashir85858@gmail.com,hashir,Variance: ue to 2 pantone | Re-issue: due to 2 pantone,PANTONE 7738 C,,
TXN-260901-639,2026-09-01 05:21:59,issue,bom,BS-QS-16522,2764,Paint Mixing,-7,Gram,6.04,malikhashir85858@gmail.com,hashir,Variance: ue to 2 pantone | Re-issue: due to 2 pantone,PANTONE 7738 C,,
TXN-260901-640,2026-09-01 05:21:59,issue,bom,BS-QS-16522,2253,Paint Mixing,-10,Gram,9.04,malikhashir85858@gmail.com,hashir,Variance: ue to 2 pantone | Re-issue: due to 2 pantone,PANTONE 7738 C,,
TXN-260901-641,2026-09-01 05:21:59,issue,bom,BS-QS-16522,2354,Paint Matt Agent,-45,Gram,5.19,malikhashir85858@gmail.com,hashir,Variance: ue to 2 pantone | Re-issue: due to 2 pantone,,,
TXN-260901-642,2026-09-01 05:21:59,issue,bom,BS-QS-16522,2352,Paint Harnder,-45,Gram,5.81,malikhashir85858@gmail.com,hashir,Variance: ue to 2 pantone | Re-issue: due to 2 pantone,,,
TXN-260901-643,2026-09-01 05:21:59,issue,bom,BS-QS-16522,2355,Paint Thinner,-36,Gram,1.67,malikhashir85858@gmail.com,hashir,Variance: ue to 2 pantone | Re-issue: due to 2 pantone,,,
TXN-260901-644,2026-09-01 05:26:58,issue,bom,BS-SM-16512,2353,Paint Mixing,-6,Gram,12.42,malikhashir85858@gmail.com,HASHIR,Variance: due to 2 shades | Re-issue: due to 2 shades,PANTONE 4212 C,,
TXN-260901-645,2026-09-01 05:26:58,issue,bom,BS-SM-16512,2350,Paint Mixing,-35,Gram,6.44,malikhashir85858@gmail.com,HASHIR,Variance: due to 2 shades | Re-issue: due to 2 shades,PANTONE 4212 C,,
TXN-260901-646,2026-09-01 05:26:58,issue,bom,BS-SM-16512,2253,Paint Mixing,-4,Gram,9.04,malikhashir85858@gmail.com,HASHIR,Variance: due to 2 shades | Re-issue: due to 2 shades,PANTONE 4212 C,,
TXN-260901-647,2026-09-01 05:26:58,issue,bom,BS-SM-16512,2271,Paint Mixing,-83,Gram,9.04,malikhashir85858@gmail.com,HASHIR,Variance: due to 2 shades | Re-issue: due to 2 shades,PANTONE 4212 C,,
TXN-260901-648,2026-09-01 05:26:58,issue,bom,BS-SM-16512,2242,Paint Mixing,-2,Gram,9.04,malikhashir85858@gmail.com,HASHIR,Variance: due to 2 shades | Re-issue: due to 2 shades,PANTONE 4212 C,,
TXN-260901-649,2026-09-01 05:26:58,issue,bom,BS-SM-16512,2354,Paint Matt Agent,-31,Gram,5.19,malikhashir85858@gmail.com,HASHIR,Variance: due to 2 shades | Re-issue: due to 2 shades,,,
TXN-260901-650,2026-09-01 05:26:58,issue,bom,BS-SM-16512,2352,Paint Harnder,-28,Gram,5.81,malikhashir85858@gmail.com,HASHIR,Variance: due to 2 shades | Re-issue: due to 2 shades,,,
TXN-260901-651,2026-09-01 05:26:58,issue,bom,BS-SM-16512,2355,Paint Thinner,-50,Gram,1.67,malikhashir85858@gmail.com,HASHIR,Variance: due to 2 shades | Re-issue: due to 2 shades,,,
TXN-260902-652,2026-09-02 00:22:31,issue,bom,BS-ET-16532-A,2158,Epoxy Set,-175,Gram,7.79,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-653,2026-09-02 00:22:31,issue,bom,BS-ET-16532-B,2158,Epoxy Set,-175,Gram,7.79,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-654,2026-09-02 00:22:31,issue,bom,BS-ET-16532-A,1145,Epoxy Set,-35,Gram,3.8,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-655,2026-09-02 00:22:31,issue,bom,BS-ET-16532-B,1145,Epoxy Set,-35,Gram,3.8,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-656,2026-09-02 00:22:31,issue,bom,BS-ET-16532-A,244,Epoxy Set,-35,Gram,0.54,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-657,2026-09-02 00:22:31,issue,bom,BS-ET-16532-B,244,Epoxy Set,-35,Gram,0.54,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-658,2026-09-02 00:22:31,issue,bom,BS-ET-16532-A,2764,Paint Mixing,-55,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-659,2026-09-02 00:22:31,issue,bom,BS-ET-16532-B,2764,Paint Mixing,-55,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-660,2026-09-02 00:22:31,issue,bom,BS-ET-16532-A,2354,Paint Matt Agent,-28.5,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-661,2026-09-02 00:22:31,issue,bom,BS-ET-16532-B,2354,Paint Matt Agent,-28.5,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-662,2026-09-02 00:22:31,issue,bom,BS-ET-16532-A,2352,Paint Harnder,-27.5,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-663,2026-09-02 00:22:31,issue,bom,BS-ET-16532-B,2352,Paint Harnder,-27.5,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-664,2026-09-02 00:22:31,issue,bom,BS-ET-16532-A,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-665,2026-09-02 00:22:31,issue,bom,BS-ET-16532-B,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260902-122231 (BS-ET-16532-A + BS-ET-16532-B),
TXN-260902-666,2026-09-02 00:30:40,issue,bom,BS-GL-0020,2158,Epoxy Set,-230,Gram,7.79,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260902-667,2026-09-02 00:30:40,issue,bom,BS-GL-0020,244,Epoxy Set,-50,Gram,0.54,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260902-668,2026-09-02 00:30:40,issue,bom,BS-GL-0020,1145,Epoxy Set,-46,Gram,3.8,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260902-669,2026-09-02 00:30:40,issue,bom,BS-GL-0020,2764,Paint Mixing,-60,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260902-670,2026-09-02 00:30:40,issue,bom,BS-GL-0020,2354,Paint Matt Agent,-38,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260902-671,2026-09-02 00:30:40,issue,bom,BS-GL-0020,2352,Paint Harnder,-38,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260902-672,2026-09-02 00:30:40,issue,bom,BS-GL-0020,2355,Paint Thinner,-30,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260902-673,2026-09-02 03:01:01,issue,bom,BS-LHET-364-A,2764,Paint Mixing,-57,Gram,6.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150101 (BS-LHET-364-A + BS-LHET-364-B),
TXN-260902-674,2026-09-02 03:01:01,issue,bom,BS-LHET-364-B,2764,Paint Mixing,-57,Gram,6.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150101 (BS-LHET-364-A + BS-LHET-364-B),
TXN-260902-675,2026-09-02 03:01:01,issue,bom,BS-LHET-364-A,2354,Paint Matt Agent,-28.5,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150101 (BS-LHET-364-A + BS-LHET-364-B),
TXN-260902-676,2026-09-02 03:01:01,issue,bom,BS-LHET-364-B,2354,Paint Matt Agent,-28.5,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150101 (BS-LHET-364-A + BS-LHET-364-B),
TXN-260902-677,2026-09-02 03:01:01,issue,bom,BS-LHET-364-A,2352,Paint Harnder,-28.5,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150101 (BS-LHET-364-A + BS-LHET-364-B),
TXN-260902-678,2026-09-02 03:01:01,issue,bom,BS-LHET-364-B,2352,Paint Harnder,-28.5,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150101 (BS-LHET-364-A + BS-LHET-364-B),
TXN-260902-679,2026-09-02 03:01:01,issue,bom,BS-LHET-364-A,2355,Paint Thinner,-23,Gram,1.67,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150101 (BS-LHET-364-A + BS-LHET-364-B),
TXN-260902-680,2026-09-02 03:01:01,issue,bom,BS-LHET-364-B,2355,Paint Thinner,-23,Gram,1.67,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150101 (BS-LHET-364-A + BS-LHET-364-B),
TXN-260902-681,2026-09-02 03:04:29,issue,bom,BS-LHET-365-A,2764,Paint Mixing,-115,Gram,6.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150429 (BS-LHET-365-A + BS-LHET-365-B),
TXN-260902-682,2026-09-02 03:04:29,issue,bom,BS-LHET-365-B,2764,Paint Mixing,-57,Gram,6.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150429 (BS-LHET-365-A + BS-LHET-365-B),
TXN-260902-683,2026-09-02 03:04:29,issue,bom,BS-LHET-365-A,2354,Paint Matt Agent,-28.5,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150429 (BS-LHET-365-A + BS-LHET-365-B),
TXN-260902-684,2026-09-02 03:04:29,issue,bom,BS-LHET-365-B,2354,Paint Matt Agent,-28.5,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150429 (BS-LHET-365-A + BS-LHET-365-B),
TXN-260902-685,2026-09-02 03:04:29,issue,bom,BS-LHET-365-A,2352,Paint Harnder,-28.5,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150429 (BS-LHET-365-A + BS-LHET-365-B),
TXN-260902-686,2026-09-02 03:04:29,issue,bom,BS-LHET-365-B,2352,Paint Harnder,-28.5,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150429 (BS-LHET-365-A + BS-LHET-365-B),
TXN-260902-687,2026-09-02 03:04:29,issue,bom,BS-LHET-365-A,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150429 (BS-LHET-365-A + BS-LHET-365-B),
TXN-260902-688,2026-09-02 03:04:29,issue,bom,BS-LHET-365-B,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: SIGN DONE,,BATCH-260902-150429 (BS-LHET-365-A + BS-LHET-365-B),
TXN-260902-689,2026-09-02 03:07:14,issue,bom,BS-SM-16458-B (Bulk),2350,Paint Mixing,-98.86,Gram,6.44,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 7533 C,,
TXN-260902-690,2026-09-02 03:07:14,issue,bom,BS-SM-16458-B (Bulk),2764,Paint Mixing,-12.36,Gram,6.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 7533 C,,
TXN-260902-691,2026-09-02 03:07:14,issue,bom,BS-SM-16458-B (Bulk),2253,Paint Mixing,-2.47,Gram,9.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 7533 C,,
